object_id,object_system,object_code
stop_point:8711377:800:E,source,stop_point:8711377:800:E
stop_point:8711379:800:E,source,stop_point:8711379:800:E
stop_point:8711611:800:E,source,stop_point:8711611:800:E
stop_point:8711352:800:E,source,stop_point:8711352:800:E
stop_point:8711351:800:E,source,stop_point:8711351:800:E
stop_point:8711347:800:E,source,stop_point:8711347:800:E
stop_point:8711321:800:E,source,stop_point:8711321:800:E
stop_point:8711320:800:E,source,stop_point:8711320:800:E
stop_point:8765479:800:E,source,stop_point:8765479:800:E
stop_point:8711300:800:E,source,stop_point:8711300:800:E
stop_point:8728187:800:E,source,stop_point:8728187:800:E
stop_point:8728189:800:E,source,stop_point:8728189:800:E
stop_point:8711380:800:E,source,stop_point:8711380:800:E
stop_point:8711604:800:E,source,stop_point:8711604:800:E
stop_point:8711603:800:E,source,stop_point:8711603:800:E
stop_point:8711602:800:E,source,stop_point:8711602:800:E
stop_point:8711601:800:E,source,stop_point:8711601:800:E
stop_point:8711621:800:E,source,stop_point:8711621:800:E
stop_area:8768100,source,stop_area:8768100
stop_area:8768160,source,stop_area:8768160
stop_area:8768161,source,stop_area:8768161
stop_area:8768140,source,stop_area:8768140
stop_area:8711610,source,stop_area:8711610
stop_area:8711632,source,stop_area:8711632
stop_area:59563,source,stop_area:59563
stop_area:8775837,source,stop_area:8775837
stop_area:8768211,source,stop_area:8768211
stop_area:8754524,source,stop_area:8754524
stop_area:59841,source,stop_area:59841
stop_area:8754619,source,stop_area:8754619
stop_area:59492,source,stop_area:59492
stop_area:8739156,source,stop_area:8739156
stop_area:8727124,source,stop_area:8727124
stop_area:59583,source,stop_area:59583
stop_area:8738108,source,stop_area:8738108
stop_area:59010,source,stop_area:59010
stop_area:8738235,source,stop_area:8738235
stop_area:59686,source,stop_area:59686
stop_area:8775820,source,stop_area:8775820
stop_area:8727100,source,stop_area:8727100
stop_area:8768600,source,stop_area:8768600
stop_area:59471,source,stop_area:59471
stop_area:59259,source,stop_area:59259
stop_area:59651,source,stop_area:59651
stop_area:59666,source,stop_area:59666
stop_area:59595,source,stop_area:59595
stop_area:59596,source,stop_area:59596
stop_area:59491,source,stop_area:59491
stop_area:59402,source,stop_area:59402
stop_area:59572,source,stop_area:59572
stop_area:59640,source,stop_area:59640
stop_area:59325,source,stop_area:59325
stop_area:59526,source,stop_area:59526
stop_area:59349,source,stop_area:59349
stop_area:8711340,source,stop_area:8711340
stop_area:8727141,source,stop_area:8727141
stop_area:8754700,source,stop_area:8754700
stop_area:59335,source,stop_area:59335
stop_area:8738400,source,stop_area:8738400
stop_area:59383,source,stop_area:59383
stop_area:59342,source,stop_area:59342
stop_area:59320,source,stop_area:59320
stop_area:59316,source,stop_area:59316
stop_area:8738668,source,stop_area:8738668
stop_area:8739342,source,stop_area:8739342
stop_area:8738665,source,stop_area:8738665
stop_area:8727146,source,stop_area:8727146
stop_area:8727625,source,stop_area:8727625
stop_area:8727626,source,stop_area:8727626
stop_area:8727624,source,stop_area:8727624
stop_area:8727144,source,stop_area:8727144
stop_area:8727657,source,stop_area:8727657
stop_area:8727151,source,stop_area:8727151
stop_area:8727152,source,stop_area:8727152
stop_area:8727143,source,stop_area:8727143
stop_area:8727638,source,stop_area:8727638
stop_area:8727619,source,stop_area:8727619
stop_area:8727142,source,stop_area:8727142
stop_area:8727153,source,stop_area:8727153
stop_area:8738116,source,stop_area:8738116
stop_area:8738115,source,stop_area:8738115
stop_area:8738249,source,stop_area:8738249
stop_area:8738190,source,stop_area:8738190
stop_area:8727613,source,stop_area:8727613
stop_area:8738150,source,stop_area:8738150
stop_area:8738265,source,stop_area:8738265
stop_area:8738159,source,stop_area:8738159
stop_area:8741588,source,stop_area:8741588
stop_area:8727653,source,stop_area:8727653
stop_area:8727654,source,stop_area:8727654
stop_area:8738155,source,stop_area:8738155
stop_area:8738183,source,stop_area:8738183
stop_area:8741589,source,stop_area:8741589
stop_area:8738156,source,stop_area:8738156
stop_area:8775809,source,stop_area:8775809
stop_area:8738676,source,stop_area:8738676
stop_area:8738673,source,stop_area:8738673
stop_area:8700147,source,stop_area:8700147
stop_area:59679,source,stop_area:59679
stop_area:59683,source,stop_area:59683
stop_area:8727145,source,stop_area:8727145
stop_area:8711611,source,stop_area:8711611
stop_area:8711347,source,stop_area:8711347
stop_area:8711351,source,stop_area:8711351
stop_area:8711352,source,stop_area:8711352
stop_area:8727147,source,stop_area:8727147
stop_area:8738221,source,stop_area:8738221
stop_area:8738162,source,stop_area:8738162
stop_area:8738657,source,stop_area:8738657
stop_area:8768136,source,stop_area:8768136
stop_area:8768138,source,stop_area:8768138
stop_area:8727659,source,stop_area:8727659
stop_area:8727648,source,stop_area:8727648
stop_area:8727605,source,stop_area:8727605
stop_area:8727643,source,stop_area:8727643
stop_area:8711613,source,stop_area:8711613
stop_area:8768230,source,stop_area:8768230
stop_area:8775875,source,stop_area:8775875
stop_area:8775877,source,stop_area:8775877
stop_area:8775872,source,stop_area:8775872
stop_area:8775874,source,stop_area:8775874
stop_area:8775869,source,stop_area:8775869
stop_area:8711609,source,stop_area:8711609
stop_area:8775499,source,stop_area:8775499
stop_area:8711616,source,stop_area:8711616
stop_area:8768200,source,stop_area:8768200
stop_area:8727603,source,stop_area:8727603
stop_area:8727602,source,stop_area:8727602
stop_area:8727639,source,stop_area:8727639
stop_area:8727617,source,stop_area:8727617
stop_area:8727114,source,stop_area:8727114
stop_area:8727112,source,stop_area:8727112
stop_area:8727636,source,stop_area:8727636
stop_area:8738184,source,stop_area:8738184
stop_area:59513,source,stop_area:59513
stop_area:8727130,source,stop_area:8727130
stop_area:59542,source,stop_area:59542
stop_area:59541,source,stop_area:59541
stop_area:59540,source,stop_area:59540
stop_area:59544,source,stop_area:59544
stop_area:8727101,source,stop_area:8727101
stop_area:8727140,source,stop_area:8727140
stop_area:8738102,source,stop_area:8738102
stop_area:59053,source,stop_area:59053
stop_area:8775805,source,stop_area:8775805
stop_area:8732832,source,stop_area:8732832
stop_area:59327,source,stop_area:59327
stop_area:59344,source,stop_area:59344
stop_area:8711320,source,stop_area:8711320
stop_area:59318,source,stop_area:59318
stop_area:8727634,source,stop_area:8727634
stop_area:8727117,source,stop_area:8727117
stop_area:8727116,source,stop_area:8727116
stop_area:8727622,source,stop_area:8727622
stop_area:8738237,source,stop_area:8738237
stop_area:59442,source,stop_area:59442
stop_area:8775859,source,stop_area:8775859
stop_area:59209,source,stop_area:59209
stop_area:59591,source,stop_area:59591
stop_area:59664,source,stop_area:59664
stop_area:59255,source,stop_area:59255
stop_area:8775861,source,stop_area:8775861
stop_area:59294,source,stop_area:59294
stop_area:59275,source,stop_area:59275
stop_area:59454,source,stop_area:59454
stop_area:59287,source,stop_area:59287
stop_area:8754731,source,stop_area:8754731
stop_area:8738642,source,stop_area:8738642
stop_area:8738631,source,stop_area:8738631
stop_area:8775802,source,stop_area:8775802
stop_area:59600,source,stop_area:59600
stop_area:59515,source,stop_area:59515
stop_area:59304,source,stop_area:59304
stop_area:59574,source,stop_area:59574
stop_area:59296,source,stop_area:59296
stop_area:59635,source,stop_area:59635
stop_area:59334,source,stop_area:59334
stop_area:59333,source,stop_area:59333
stop_area:59405,source,stop_area:59405
stop_area:59501,source,stop_area:59501
stop_area:59228,source,stop_area:59228
stop_area:8775810,source,stop_area:8775810
stop_area:8728187,source,stop_area:8728187
stop_area:8727607,source,stop_area:8727607
stop_area:8727618,source,stop_area:8727618
stop_area:8739330,source,stop_area:8739330
stop_area:59017,source,stop_area:59017
stop_area:59400,source,stop_area:59400
stop_area:8775834,source,stop_area:8775834
stop_area:8711604,source,stop_area:8711604
stop_area:8775836,source,stop_area:8775836
stop_area:8775835,source,stop_area:8775835
stop_area:8711629,source,stop_area:8711629
stop_area:59457,source,stop_area:59457
stop_area:59450,source,stop_area:59450
stop_area:59410,source,stop_area:59410
stop_area:59461,source,stop_area:59461
stop_area:59227,source,stop_area:59227
stop_area:8775811,source,stop_area:8775811
stop_area:8775831,source,stop_area:8775831
stop_area:8775812,source,stop_area:8775812
stop_area:8775813,source,stop_area:8775813
stop_area:8711374,source,stop_area:8711374
stop_area:8711379,source,stop_area:8711379
stop_area:8775817,source,stop_area:8775817
stop_area:8775833,source,stop_area:8775833
stop_area:59608,source,stop_area:59608
stop_area:59533,source,stop_area:59533
stop_area:59421,source,stop_area:59421
stop_area:59606,source,stop_area:59606
stop_area:59231,source,stop_area:59231
stop_area:59566,source,stop_area:59566
stop_area:59628,source,stop_area:59628
stop_area:8775864,source,stop_area:8775864
stop_area:8775863,source,stop_area:8775863
stop_area:59449,source,stop_area:59449
stop_area:59589,source,stop_area:59589
stop_area:8738113,source,stop_area:8738113
stop_area:59597,source,stop_area:59597
stop_area:59545,source,stop_area:59545
stop_area:8765479,source,stop_area:8765479
stop_area:59774,source,stop_area:59774
stop_area:8716479,source,stop_area:8716479
stop_area:59668,source,stop_area:59668
stop_area:59482,source,stop_area:59482
stop_area:59565,source,stop_area:59565
stop_area:59633,source,stop_area:59633
stop_area:59306,source,stop_area:59306
stop_area:59613,source,stop_area:59613
stop_area:8738109,source,stop_area:8738109
stop_area:59489,source,stop_area:59489
stop_area:59494,source,stop_area:59494
stop_area:8775800,source,stop_area:8775800
stop_area:59236,source,stop_area:59236
stop_area:59652,source,stop_area:59652
stop_area:59617,source,stop_area:59617
stop_area:8754318,source,stop_area:8754318
stop_area:59667,source,stop_area:59667
stop_area:59374,source,stop_area:59374
stop_area:59495,source,stop_area:59495
stop_area:59493,source,stop_area:59493
stop_area:8754529,source,stop_area:8754529
stop_area:8768115,source,stop_area:8768115
stop_area:59483,source,stop_area:59483
stop_area:8775832,source,stop_area:8775832
stop_area:59448,source,stop_area:59448
stop_area:8738641,source,stop_area:8738641
stop_area:8711380,source,stop_area:8711380
stop_area:8711300,source,stop_area:8711300
stop_area:59463,source,stop_area:59463
stop_area:59568,source,stop_area:59568
stop_area:8728189,source,stop_area:8728189
stop_area:59490,source,stop_area:59490
stop_area:59619,source,stop_area:59619
stop_area:59451,source,stop_area:59451
stop_area:59232,source,stop_area:59232
stop_area:59464,source,stop_area:59464
stop_area:59475,source,stop_area:59475
stop_area:59253,source,stop_area:59253
stop_area:59630,source,stop_area:59630
stop_area:8775866,source,stop_area:8775866
stop_area:59578,source,stop_area:59578
stop_area:59322,source,stop_area:59322
stop_area:8754530,source,stop_area:8754530
stop_area:59522,source,stop_area:59522
stop_area:59507,source,stop_area:59507
stop_area:8739357,source,stop_area:8739357
stop_area:8754629,source,stop_area:8754629
stop_area:59632,source,stop_area:59632
stop_area:59629,source,stop_area:59629
stop_area:59252,source,stop_area:59252
stop_area:59622,source,stop_area:59622
stop_area:59535,source,stop_area:59535
stop_area:8738111,source,stop_area:8738111
stop_area:59439,source,stop_area:59439
stop_area:59416,source,stop_area:59416
stop_area:59508,source,stop_area:59508
stop_area:59343,source,stop_area:59343
stop_area:59564,source,stop_area:59564
stop_area:8775816,source,stop_area:8775816
stop_area:59662,source,stop_area:59662
stop_area:8727148,source,stop_area:8727148
stop_area:59517,source,stop_area:59517
stop_area:59218,source,stop_area:59218
stop_area:59435,source,stop_area:59435
stop_area:8711369,source,stop_area:8711369
stop_area:59345,source,stop_area:59345
stop_area:8738112,source,stop_area:8738112
stop_area:59219,source,stop_area:59219
stop_area:8738101,source,stop_area:8738101
stop_area:8739308,source,stop_area:8739308
stop_area:59437,source,stop_area:59437
stop_area:59444,source,stop_area:59444
stop_area:59261,source,stop_area:59261
stop_area:59403,source,stop_area:59403
stop_area:59225,source,stop_area:59225
stop_area:59238,source,stop_area:59238
stop_area:59561,source,stop_area:59561
stop_area:59460,source,stop_area:59460
stop_area:59453,source,stop_area:59453
stop_area:59473,source,stop_area:59473
stop_area:8775814,source,stop_area:8775814
stop_area:59204,source,stop_area:59204
stop_area:8738200,source,stop_area:8738200
stop_area:59447,source,stop_area:59447
stop_area:8739100,source,stop_area:8739100
stop_area:59602,source,stop_area:59602
stop_area:59470,source,stop_area:59470
stop_area:59658,source,stop_area:59658
stop_area:8739303,source,stop_area:8739303
stop_area:59621,source,stop_area:59621
stop_area:8775819,source,stop_area:8775819
stop_area:8775815,source,stop_area:8775815
stop_area:8711371,source,stop_area:8711371
stop_area:8739356,source,stop_area:8739356
stop_area:8754523,source,stop_area:8754523
stop_area:8739363,source,stop_area:8739363
stop_area:59420,source,stop_area:59420
stop_area:59428,source,stop_area:59428
stop_area:59418,source,stop_area:59418
stop_area:59415,source,stop_area:59415
stop_area:59422,source,stop_area:59422
stop_area:59424,source,stop_area:59424
stop_area:8739305,source,stop_area:8739305
stop_area:8739306,source,stop_area:8739306
stop_area:59477,source,stop_area:59477
stop_area:8739332,source,stop_area:8739332
stop_area:59386,source,stop_area:59386
stop_area:8727139,source,stop_area:8727139
stop_area:59543,source,stop_area:59543
stop_area:59408,source,stop_area:59408
stop_area:59624,source,stop_area:59624
stop_area:8775865,source,stop_area:8775865
stop_area:59556,source,stop_area:59556
stop_area:59776,source,stop_area:59776
stop_area:8739153,source,stop_area:8739153
stop_area:59523,source,stop_area:59523
stop_area:59505,source,stop_area:59505
stop_area:8775871,source,stop_area:8775871
stop_area:59506,source,stop_area:59506
stop_area:8711127,source,stop_area:8711127
stop_area:8716478,source,stop_area:8716478
stop_area:8738238,source,stop_area:8738238
stop_area:8775804,source,stop_area:8775804
stop_area:8711321,source,stop_area:8711321
stop_area:8711370,source,stop_area:8711370
stop_area:59562,source,stop_area:59562
stop_area:59465,source,stop_area:59465
stop_area:8775818,source,stop_area:8775818
stop_area:8711377,source,stop_area:8711377
stop_area:59328,source,stop_area:59328
stop_area:8754528,source,stop_area:8754528
stop_area:59484,source,stop_area:59484
stop_area:8739307,source,stop_area:8739307
stop_area:59398,source,stop_area:59398
stop_area:8711387,source,stop_area:8711387
stop_area:8775867,source,stop_area:8775867
stop_area:59580,source,stop_area:59580
stop_area:59579,source,stop_area:59579
stop_area:8768124,source,stop_area:8768124
stop_area:8749210,source,stop_area:8749210
stop_area:8768180,source,stop_area:8768180
stop_area:59663,source,stop_area:59663
stop_area:59527,source,stop_area:59527
stop_area:59538,source,stop_area:59538
stop_area:59441,source,stop_area:59441
stop_area:59440,source,stop_area:59440
stop_area:59586,source,stop_area:59586
stop_area:59588,source,stop_area:59588
stop_area:59557,source,stop_area:59557
stop_area:59338,source,stop_area:59338
stop_area:59434,source,stop_area:59434
stop_area:59429,source,stop_area:59429
stop_area:59406,source,stop_area:59406
stop_area:59638,source,stop_area:59638
stop_area:59404,source,stop_area:59404
stop_area:8775868,source,stop_area:8775868
stop_area:8775873,source,stop_area:8775873
stop_area:8775876,source,stop_area:8775876
stop_area:59436,source,stop_area:59436
stop_area:8738179,source,stop_area:8738179
stop_area:8738107,source,stop_area:8738107
stop_area:8727120,source,stop_area:8727120
stop_area:59661,source,stop_area:59661
stop_area:59593,source,stop_area:59593
stop_area:8738236,source,stop_area:8738236
stop_area:8738220,source,stop_area:8738220
stop_area:8738600,source,stop_area:8738600
stop_area:59041,source,stop_area:59041
stop_area:8727214,source,stop_area:8727214
stop_area:59045,source,stop_area:59045
stop_area:8739312,source,stop_area:8739312
stop_area:59250,source,stop_area:59250
stop_area:8739311,source,stop_area:8739311
stop_area:8739320,source,stop_area:8739320
stop_area:8738288,source,stop_area:8738288
stop_area:8739316,source,stop_area:8739316
stop_area:8738233,source,stop_area:8738233
stop_area:59337,source,stop_area:59337
stop_area:59443,source,stop_area:59443
stop_area:8738186,source,stop_area:8738186
stop_area:59584,source,stop_area:59584
stop_area:59419,source,stop_area:59419
stop_area:59616,source,stop_area:59616
stop_area:59468,source,stop_area:59468
stop_area:59466,source,stop_area:59466
stop_area:59302,source,stop_area:59302
stop_area:59570,source,stop_area:59570
stop_area:59285,source,stop_area:59285
stop_area:59279,source,stop_area:59279
stop_area:59504,source,stop_area:59504
stop_area:59389,source,stop_area:59389
stop_area:59459,source,stop_area:59459
stop_area:59452,source,stop_area:59452
stop_area:59648,source,stop_area:59648
stop_area:8738104,source,stop_area:8738104
stop_area:8738103,source,stop_area:8738103
stop_area:59536,source,stop_area:59536
stop_area:59529,source,stop_area:59529
stop_area:59604,source,stop_area:59604
stop_area:59609,source,stop_area:59609
stop_area:59514,source,stop_area:59514
stop_area:59520,source,stop_area:59520
stop_area:59601,source,stop_area:59601
stop_area:59509,source,stop_area:59509
stop_area:59631,source,stop_area:59631
stop_area:8739317,source,stop_area:8739317
stop_area:8760880,source,stop_area:8760880
stop_area:59340,source,stop_area:59340
stop_area:59558,source,stop_area:59558
stop_area:8775862,source,stop_area:8775862
stop_area:59254,source,stop_area:59254
stop_area:59256,source,stop_area:59256
stop_area:59510,source,stop_area:59510
stop_area:59257,source,stop_area:59257
stop_area:59623,source,stop_area:59623
stop_area:8754730,source,stop_area:8754730
stop_area:59603,source,stop_area:59603
stop_area:59426,source,stop_area:59426
stop_area:59614,source,stop_area:59614
stop_area:59472,source,stop_area:59472
stop_area:59599,source,stop_area:59599
stop_area:59263,source,stop_area:59263
stop_area:59655,source,stop_area:59655
stop_area:59590,source,stop_area:59590
stop_area:59235,source,stop_area:59235
stop_area:59592,source,stop_area:59592
stop_area:59234,source,stop_area:59234
stop_area:59237,source,stop_area:59237
stop_area:59029,source,stop_area:59029
stop_area:59298,source,stop_area:59298
stop_area:59283,source,stop_area:59283
stop_area:59498,source,stop_area:59498
stop_area:8775889,source,stop_area:8775889
stop_area:8775887,source,stop_area:8775887
stop_area:8775885,source,stop_area:8775885
stop_area:8775881,source,stop_area:8775881
stop_area:8775880,source,stop_area:8775880
stop_area:59377,source,stop_area:59377
stop_area:59357,source,stop_area:59357
stop_area:59380,source,stop_area:59380
stop_area:59277,source,stop_area:59277
stop_area:59260,source,stop_area:59260
stop_area:8775808,source,stop_area:8775808
stop_area:59551,source,stop_area:59551
stop_area:59636,source,stop_area:59636
stop_area:59214,source,stop_area:59214
stop_area:59336,source,stop_area:59336
stop_area:59637,source,stop_area:59637
stop_area:59339,source,stop_area:59339
stop_area:59258,source,stop_area:59258
stop_area:59208,source,stop_area:59208
stop_area:59251,source,stop_area:59251
stop_area:59546,source,stop_area:59546
stop_area:59458,source,stop_area:59458
stop_area:59456,source,stop_area:59456
stop_area:59346,source,stop_area:59346
stop_area:59455,source,stop_area:59455
stop_area:59205,source,stop_area:59205
stop_area:59650,source,stop_area:59650
stop_area:59645,source,stop_area:59645
stop_area:59331,source,stop_area:59331
stop_area:59332,source,stop_area:59332
stop_area:59288,source,stop_area:59288
stop_area:59292,source,stop_area:59292
stop_area:59290,source,stop_area:59290
stop_area:59576,source,stop_area:59576
stop_area:59281,source,stop_area:59281
stop_area:59300,source,stop_area:59300
stop_area:59323,source,stop_area:59323
stop_area:59326,source,stop_area:59326
stop_area:59524,source,stop_area:59524
stop_area:59531,source,stop_area:59531
stop_area:59220,source,stop_area:59220
stop_area:59582,source,stop_area:59582
stop_area:59516,source,stop_area:59516
stop_area:59362,source,stop_area:59362
stop_area:59511,source,stop_area:59511
stop_area:59412,source,stop_area:59412
stop_area:59512,source,stop_area:59512
stop_area:59521,source,stop_area:59521
stop_area:59519,source,stop_area:59519
stop_area:59518,source,stop_area:59518
stop_area:59411,source,stop_area:59411
stop_area:59553,source,stop_area:59553
stop_area:59552,source,stop_area:59552
stop_area:59670,source,stop_area:59670
stop_area:59438,source,stop_area:59438
stop_area:59446,source,stop_area:59446
stop_area:59427,source,stop_area:59427
stop_area:59425,source,stop_area:59425
stop_area:59423,source,stop_area:59423
stop_area:59417,source,stop_area:59417
stop_area:59213,source,stop_area:59213
stop_area:59478,source,stop_area:59478
stop_area:59476,source,stop_area:59476
stop_area:59560,source,stop_area:59560
stop_area:59474,source,stop_area:59474
stop_area:59467,source,stop_area:59467
stop_area:59559,source,stop_area:59559
stop_area:8739321,source,stop_area:8739321
stop_area:59206,source,stop_area:59206
stop_area:59324,source,stop_area:59324
stop_area:59496,source,stop_area:59496
stop_area:59371,source,stop_area:59371
stop_area:59360,source,stop_area:59360
stop_area:59207,source,stop_area:59207
stop_area:59485,source,stop_area:59485
stop_area:59500,source,stop_area:59500
stop_area:59488,source,stop_area:59488
stop_area:59499,source,stop_area:59499
stop_area:59486,source,stop_area:59486
stop_area:59671,source,stop_area:59671
stop_area:59033,source,stop_area:59033
stop_area:59049,source,stop_area:59049
stop_area:59037,source,stop_area:59037
stop_area:59025,source,stop_area:59025
stop_area:59134,source,stop_area:59134
stop_area:8739310,source,stop_area:8739310
stop_area:8775498,source,stop_area:8775498
stop_area:8773006,source,stop_area:8773006
stop_area:8738328,source,stop_area:8738328
stop_area:8775882,source,stop_area:8775882
stop_area:8775883,source,stop_area:8775883
stop_area:8775884,source,stop_area:8775884
stop_area:8775886,source,stop_area:8775886
stop_area:8775888,source,stop_area:8775888
stop_area:59226,source,stop_area:59226
stop_area:59548,source,stop_area:59548
stop_area:59368,source,stop_area:59368
stop_area:59365,source,stop_area:59365
stop_area:59353,source,stop_area:59353
stop_area:8739304,source,stop_area:8739304
stop_area:8738234,source,stop_area:8738234
stop_area:8738226,source,stop_area:8738226
stop_area:8738243,source,stop_area:8738243
stop_area:8738286,source,stop_area:8738286
stop_area:8754525,source,stop_area:8754525
stop_area:8738225,source,stop_area:8738225
stop_area:8754522,source,stop_area:8754522
stop_area:8754320,source,stop_area:8754320
stop_area:8738630,source,stop_area:8738630
stop_area:8738181,source,stop_area:8738181
stop_area:8738180,source,stop_area:8738180
stop_area:8738147,source,stop_area:8738147
stop_area:8738148,source,stop_area:8738148
stop_area:8738664,source,stop_area:8738664
stop_area:8738145,source,stop_area:8738145
stop_area:8738666,source,stop_area:8738666
stop_area:8739354,source,stop_area:8739354
stop_area:8739351,source,stop_area:8739351
stop_area:8754546,source,stop_area:8754546
stop_area:8754519,source,stop_area:8754519
stop_area:8754552,source,stop_area:8754552
stop_area:8768212,source,stop_area:8768212
stop_area:8768213,source,stop_area:8768213
stop_area:8739384,source,stop_area:8739384
stop_area:8754513,source,stop_area:8754513
stop_area:8768221,source,stop_area:8768221
stop_area:8768412,source,stop_area:8768412
stop_area:8768245,source,stop_area:8768245
stop_area:8768151,source,stop_area:8768151
stop_area:8768440,source,stop_area:8768440
stop_area:8768148,source,stop_area:8768148
stop_area:8768145,source,stop_area:8768145
stop_area:8768147,source,stop_area:8768147
stop_area:8768441,source,stop_area:8768441
stop_area:8711631,source,stop_area:8711631
stop_area:8711630,source,stop_area:8711630
stop_area:8727608,source,stop_area:8727608
stop_area:8727660,source,stop_area:8727660
stop_area:8727606,source,stop_area:8727606
stop_area:8738187,source,stop_area:8738187
stop_area:8727609,source,stop_area:8727609
stop_area:8738188,source,stop_area:8738188
stop_area:8727664,source,stop_area:8727664
stop_area:8727663,source,stop_area:8727663
stop_area:8727662,source,stop_area:8727662
stop_area:8733798,source,stop_area:8733798
stop_area:8727649,source,stop_area:8727649
stop_area:8739340,source,stop_area:8739340
stop_area:8739341,source,stop_area:8739341
stop_area:8739322,source,stop_area:8739322
stop_area:8739315,source,stop_area:8739315
stop_area:8739300,source,stop_area:8739300
stop_area:8739388,source,stop_area:8739388
stop_area:8739361,source,stop_area:8739361
stop_area:8754514,source,stop_area:8754514
stop_area:8711621,source,stop_area:8711621
stop_area:8711601,source,stop_area:8711601
stop_area:8768215,source,stop_area:8768215
stop_area:8711603,source,stop_area:8711603
stop_area:8711650,source,stop_area:8711650
stop_area:8711651,source,stop_area:8711651
stop_area:8711640,source,stop_area:8711640
stop_area:8711655,source,stop_area:8711655
stop_area:8711663,source,stop_area:8711663
stop_area:8711677,source,stop_area:8711677
stop_area:8711661,source,stop_area:8711661
stop_area:8711673,source,stop_area:8711673
stop_area:8711666,source,stop_area:8711666
stop_area:8711664,source,stop_area:8711664
stop_area:8754520,source,stop_area:8754520
stop_area:8768131,source,stop_area:8768131
stop_area:8754521,source,stop_area:8754521
stop_area:8768137,source,stop_area:8768137
stop_area:8739364,source,stop_area:8739364
stop_area:8768130,source,stop_area:8768130
stop_area:8768210,source,stop_area:8768210
stop_area:8739328,source,stop_area:8739328
stop_area:8739383,source,stop_area:8739383
stop_area:8739325,source,stop_area:8739325
stop_area:8733448,source,stop_area:8733448
stop_area:8727610,source,stop_area:8727610
stop_area:8738114,source,stop_area:8738114
stop_area:8738142,source,stop_area:8738142
stop_area:8727614,source,stop_area:8727614
stop_area:8738141,source,stop_area:8738141
stop_area:8768182,source,stop_area:8768182
stop_area:8768214,source,stop_area:8768214
stop_area:8768242,source,stop_area:8768242
stop_area:8768220,source,stop_area:8768220
stop_area:8768246,source,stop_area:8768246
stop_area:8768244,source,stop_area:8768244
stop_area:8768243,source,stop_area:8768243
stop_area:8768241,source,stop_area:8768241
stop_area:8768419,source,stop_area:8768419
stop_area:8768421,source,stop_area:8768421
stop_area:8768216,source,stop_area:8768216
stop_area:8768218,source,stop_area:8768218
stop_area:8768252,source,stop_area:8768252
stop_area:8739327,source,stop_area:8739327
stop_area:8739331,source,stop_area:8739331
stop_area:8738149,source,stop_area:8738149
stop_area:8739346,source,stop_area:8739346
stop_area:8739389,source,stop_area:8739389
stop_area:8739343,source,stop_area:8739343
stop_area:8738172,source,stop_area:8738172
stop_area:8739387,source,stop_area:8739387
stop_area:8738189,source,stop_area:8738189
stop_area:8738165,source,stop_area:8738165
stop_area:8738640,source,stop_area:8738640
stop_area:8738244,source,stop_area:8738244
stop_area:8775807,source,stop_area:8775807
stop_area:8738246,source,stop_area:8738246
stop_area:8738281,source,stop_area:8738281
stop_area:8736692,source,stop_area:8736692
stop_area:8738280,source,stop_area:8738280
stop_area:8768227,source,stop_area:8768227
stop_area:8768247,source,stop_area:8768247
stop_area:8768134,source,stop_area:8768134
stop_area:8768133,source,stop_area:8768133
stop_area:8768139,source,stop_area:8768139
stop_area:8727623,source,stop_area:8727623
stop_area:8727202,source,stop_area:8727202
stop_area:8727655,source,stop_area:8727655
stop_area:8727656,source,stop_area:8727656
stop_area:8727675,source,stop_area:8727675
stop_area:8727651,source,stop_area:8727651
stop_area:8754620,source,stop_area:8754620
stop_area:8754526,source,stop_area:8754526
stop_area:8754527,source,stop_area:8754527
stop_area:8768141,source,stop_area:8768141
stop_area:8739353,source,stop_area:8739353
stop_area:8739350,source,stop_area:8739350
stop_area:8738287,source,stop_area:8738287
stop_area:8739329,source,stop_area:8739329
stop_area:8711602,source,stop_area:8711602
stop_area:8738605,source,stop_area:8738605
stop_area:8798751,source,stop_area:8798751
stop_area:8768217,source,stop_area:8768217
stop_area:8754545,source,stop_area:8754545
stop_area:8754547,source,stop_area:8754547
stop_area:8754548,source,stop_area:8754548
stop_area:8754549,source,stop_area:8754549
stop_area:8754550,source,stop_area:8754550
stop_area:8754551,source,stop_area:8754551
stop_area:8754017,source,stop_area:8754017
stop_area:8754622,source,stop_area:8754622
stop_area:8754518,source,stop_area:8754518
stop_area:8754517,source,stop_area:8754517
stop_area:8754516,source,stop_area:8754516
stop_area:8754515,source,stop_area:8754515
stop_area:8754535,source,stop_area:8754535
stop_area:8754631,source,stop_area:8754631
stop_area:8739365,source,stop_area:8739365
stop_area:8775860,source,stop_area:8775860
stop_area:8727628,source,stop_area:8727628
stop_area:8727627,source,stop_area:8727627
stop_area:8727611,source,stop_area:8727611
stop_area:8727600,source,stop_area:8727600
stop_area:8768135,source,stop_area:8768135
stop_area:8768143,source,stop_area:8768143
stop_area:8768162,source,stop_area:8768162
stop_area:8799063,source,stop_area:8799063
stop_area:8768163,source,stop_area:8768163
stop_area:8768254,source,stop_area:8768254
stop_area:8768251,source,stop_area:8768251
stop_area:8768250,source,stop_area:8768250
stop_area:8775806,source,stop_area:8775806
stop_area:8775870,source,stop_area:8775870
stop_area:8754309,source,stop_area:8754309
stop_area:8754512,source,stop_area:8754512
