route_id,service_id,trip_id,trip_headsign,direction_id,block_id
DUA800803571,9701,DUASN632677R01001-1_212123,"632677",1,
DUA800803571,9701,DUASN632678R01001-1_212124,"632678",1,
DUA800803571,9701,DUASN632679R01001-1_212125,"632679",1,
DUA800803571,9701,DUASN632680R01001-1_212126,"632680",1,
DUA800803571,9701,DUASN632681R01001-1_212127,"632681",1,
DUA800803571,9701,DUASN632682R01001-1_212128,"632682",1,
DUA800803571,9701,DUASN632683R01001-1_212129,"632683",1,
DUA800803571,9701,DUASN632684R01001-1_212130,"632684",1,
DUA800803571,9701,DUASN632685R01001-1_212131,"632685",1,
DUA800803571,9701,DUASN632686R01001-1_212132,"632686",1,
DUA800803571,9701,DUASN632687R01001-1_212133,"632687",1,
DUA800803571,9701,DUASN632688R01001-1_212134,"632688",1,
DUA800803571,9701,DUASN632689R01001-1_212135,"632689",1,
DUA800803571,9701,DUASN632690R01001-1_212136,"632690",1,
DUA800803571,9701,DUASN632691R01001-1_212137,"632691",1,
DUA800803571,9701,DUASN632692R01001-1_212138,"632692",1,
DUA800803571,10016,DUASN179036R01001-1_212139,"179036",1,
DUA800803571,10907,DUASN527393R01001-1_212140,"527393",1,
DUA800803571,10096,DUASN856958R01001-1_212141,"856958",1,
DUA800803571,10076,DUASN179031R01001-1_212142,"179031",1,
DUA800803571,10016,DUASN179032R01001-1_212143,"179032",1,
DUA800803571,9508,DUASN203271R01001-1_212144,"203271",1,
DUA800803571,10907,DUASN527389R01001-1_212145,"527389",1,
DUA800803571,10096,DUASN856953R01001-1_212146,"856953",1,
DUA800803571,10096,DUASN856954R01001-1_212147,"856954",1,
DUA800803571,9503,DUASN203391R01001-1_212148,"203391",1,
DUA800803571,9503,DUASN203392R01001-1_212149,"203392",1,
DUA800803571,9503,DUASN203393R01001-1_212150,"203393",1,
DUA800803571,9847,DUASN244856R01001-1_212151,"244856",1,
DUA800803571,9847,DUASN244857R01001-1_212152,"244857",1,
DUA800803571,10297,DUASN528621R01001-1_212153,"528621",1,
DUA800803571,10297,DUASN528622R01001-1_212154,"528622",1,
DUA800803571,10916,DUASN528626R01001-1_212155,"528626",1,
DUA800803571,10916,DUASN528627R01001-1_212156,"528627",1,
DUA800803571,10026,DUASN554544R01001-1_212157,"554544",1,
DUA800803571,10026,DUASN554545R01001-1_212158,"554545",1,
DUA800803571,10096,DUASN930041R01001-1_212159,"930041",1,
DUA800803571,10096,DUASN930042R01001-1_212160,"930042",1,
DUA800803571,10297,DUASN558215R01001-1_212161,"558215",1,
DUA800803571,10297,DUASN558216R01001-1_212162,"558216",1,
DUA800803571,10297,DUASN558217R01001-1_212163,"558217",1,
DUA800803571,10096,DUASN932915R01001-1_212164,"932915",1,
DUA800803571,10096,DUASN932916R01001-1_212165,"932916",1,
DUA800803571,10096,DUASN932917R01001-1_212166,"932917",1,
DUA800803571,10096,DUASN932918R01001-1_212167,"932918",1,
DUA800803571,10096,DUASN932919R01001-1_212168,"932919",1,
DUA800803571,10096,DUASN932920R01001-1_212169,"932920",1,
DUA800803571,10096,DUASN932921R01001-1_212170,"932921",1,
DUA800803571,9691,DUASN591422R01001-1_212171,"591422",1,
DUA800803571,9691,DUASN591423R01001-1_212172,"591423",1,
DUA800803571,9691,DUASN591424R01001-1_212173,"591424",1,
DUA800803571,9691,DUASN591425R01001-1_212174,"591425",1,
DUA800803571,9691,DUASN591426R01001-1_212175,"591426",1,
DUA800803571,9691,DUASN591427R01001-1_212176,"591427",1,
DUA800803571,9691,DUASN591428R01001-1_212177,"591428",1,
DUA800803571,9691,DUASN591429R01001-1_212178,"591429",1,
DUA800803571,9691,DUASN591430R01001-1_212179,"591430",1,
DUA800803571,9691,DUASN591431R01001-1_212180,"591431",1,
DUA800803571,9691,DUASN591432R01001-1_212181,"591432",1,
DUA800803571,9691,DUASN591433R01001-1_212182,"591433",1,
DUA800803571,9691,DUASN591434R01001-1_212183,"591434",1,
DUA800803571,9691,DUASN591435R01001-1_212184,"591435",1,
