trip_id,route_id,physical_mode_id,dataset_id,service_id,trip_headsign,trip_short_name,block_id,company_id,trip_property_id,geometry_id,journey_pattern_id
113492527-1_193267,100110008:8_R,Metro,default_dataset,1000,Balard,,,439,,,
113489971-1_217416,100110005:5,Metro,default_dataset,1000,Place d'Italie,,,439,,,
113707875-1_213582,100110004:4,Metro,default_dataset,1000,Mairie de Montrouge,,,439,,,
113441495-1_181947,100110009:9,Metro,default_dataset,1000,Mairie de Montreuil,,,439,,,
113757550-1_204374,100110013:13,Metro,default_dataset,1000,Asnières-Gennevilliers Les Courtilles,,,439,,,
113481915-1_178263,100110001:1_R,Metro,default_dataset,1000,Château de Vincennes,,,439,,,
113241495-1_212071,100110006:6,Metro,default_dataset,1000,Charles de Gaulle-Etoile,,,439,,,
113441633-1_182009,100110009:9,Metro,default_dataset,1000,Mairie de Montreuil,,,439,,,
113759648-1_206244,100110013:13_R,Metro,default_dataset,1000,Châtillon Montrouge,,,439,,,
113707799-1_213547,100110004:4,Metro,default_dataset,1000,Mairie de Montrouge,,,439,,,
113555386-1_30259,800:C,Train,default_dataset,1000,GOTA,,,741,1,,
113392123-1_177318,100110001:1_R,Metro,default_dataset,1000,Château de Vincennes,,,439,,,
113240973-1_211740,100110006:6,Metro,default_dataset,1000,Charles de Gaulle-Etoile,,,439,,,
113708158-1_215304,100110004:4_R,Metro,default_dataset,1000,Porte de Clignancourt,,,439,,,
113252267-1_202152,100110012:12,Metro,default_dataset,1000,Front Populaire,,,439,,,
113497981-1_175441,100110011:11_R,Metro,default_dataset,1000,Mairie des Lilas,,,439,,,
113555940-1_17185,810:B,Train,default_dataset,1000,KUBY,,,741,1,,
113492146-1_192370,100110008:8,Metro,default_dataset,1000,Pointe du Lac,,,439,,,
113554842-1_19288,810:B,Train,default_dataset,1000,EPAF,,,741,1,,
113482378-1_178402,100110001:1_R,Metro,default_dataset,1000,Château de Vincennes,,,439,,,
113493553-1_182611,100110009:9,Metro,default_dataset,1000,Mairie de Montreuil,,,439,,,
113441395-1_181901,100110009:9,Metro,default_dataset,1000,Mairie de Montreuil,,,439,,,
113433989-1_191634,100110008:8,Metro,default_dataset,1000,Pointe du Lac,,,439,,,
113392178-1_175972,100110001:1,Metro,default_dataset,1000,La Défense (Grande Arche),,,439,,,
113490993-1_218573,100110005:5_R,Metro,default_dataset,1000,Bobigny-Pablo-Picasso,,,439,,,
113474399-1_207126,100110103:3B_R,Metro,default_dataset,1000,Porte des Lilas,,,439,,,
113554506-1_32017,800:C,Train,default_dataset,1000,CIME,,,741,1,,
113483154-1_194734,100110002:2,Metro,default_dataset,1000,Porte Dauphine (Maréchal de Lattre de Tassigny),,,439,,,
113252086-1_201971,100110012:12,Metro,default_dataset,1000,Front Populaire,,,439,,,
113474570-1_206453,100110103:3B,Metro,default_dataset,1000,Gambetta,,,439,,,
113259518-1_210249,100110107:7B,Metro,default_dataset,1000,Louis Blanc,,,439,,,
113756774-1_216267,100110004:4_R,Metro,default_dataset,1000,Porte de Clignancourt,,,439,,,
113481436-1_178136,100110001:1_R,Metro,default_dataset,1000,Château de Vincennes,,,439,,,
113492859-1_193368,100110008:8_R,Metro,default_dataset,1000,Balard,,,439,,,
113400521-1_193647,100110002:2,Metro,default_dataset,1000,Porte Dauphine (Maréchal de Lattre de Tassigny),,,439,,,
113758889-1_205863,100110013:13_R,Metro,default_dataset,1000,Châtillon Montrouge,,,439,,,
113758929-1_205903,100110013:13_R,Metro,default_dataset,1000,Châtillon Montrouge,,,439,,,
113554457-1_30262,800:C,Train,default_dataset,1000,NORA,,,741,1,,
113555709-1_18628,810:B,Train,default_dataset,1000,EBON,,,741,1,,
113434138-1_192833,100110008:8_R,Metro,default_dataset,1000,Balard,,,439,,,
113503147-1_200909,100110014:14_R,Metro,default_dataset,1000,Saint-Lazare,,,439,1,,
113259792-1_210791,100110107:7B_R,Metro,default_dataset,1000,Pré-Saint-Gervais,,,439,,,
113708022-1_215249,100110004:4_R,Metro,default_dataset,1000,Porte de Clignancourt,,,439,,,
113503867-1_206718,100110103:3B,Metro,default_dataset,1000,Gambetta,,,439,,,
113758236-1_204689,100110013:13,Metro,default_dataset,1000,Saint-Denis-Université,,,439,,,
113441610-1_183241,100110009:9_R,Metro,default_dataset,1000,Pont de Sèvres,,,439,,,
113259434-1_210165,100110107:7B,Metro,default_dataset,1000,Louis Blanc,,,439,,,
113492908-1_193417,100110008:8_R,Metro,default_dataset,1000,Balard,,,439,,,
113718162-1_205055,100110013:13_R,Metro,default_dataset,1000,Châtillon Montrouge,,,439,,,
113252960-1_203005,100110012:12_R,Metro,default_dataset,1000,Mairie d'Issy,,,439,,,
113400482-1_194976,100110002:2_R,Metro,default_dataset,1000,Nation,,,439,,,
113503239-1_201001,100110014:14_R,Metro,default_dataset,1000,Saint-Lazare,,,439,1,,
113198655-1_202321,100110012:12_R,Metro,default_dataset,1000,Mairie d'Issy,,,439,,,
113560561-1_17112,810:B,Train,default_dataset,1000,KALI,,,741,1,,
113497143-1_174705,100110011:11,Metro,default_dataset,1000,Châtelet,,,439,,,
113697899-1_196388,100110003:3,Metro,default_dataset,1000,Pont de Levallois-Bécon,,,439,,,
113586376-1_28301,800:C,Train,default_dataset,1000,DEBA,,,741,1,,
113556726-1_22286,810:A,Train,default_dataset,1000,QIKI,,,741,1,,
113758953-1_205927,100110013:13_R,Metro,default_dataset,1000,Châtillon Montrouge,,,439,,,
113557627-1_19062,810:B,Train,default_dataset,1000,ILOT,,,741,1,,
113483500-1_195533,100110002:2_R,Metro,default_dataset,1000,Nation,,,439,,,
113757477-1_204301,100110013:13,Metro,default_dataset,1000,Asnières-Gennevilliers Les Courtilles,,,439,,,
113494051-1_182793,100110009:9,Metro,default_dataset,1000,Mairie de Montreuil,,,439,,,
113697563-1_196376,100110003:3,Metro,default_dataset,1000,Pont de Levallois-Bécon,,,439,,,
113559344-1_24133,800:D,Train,default_dataset,1000,ZACO,,,741,1,,
113490005-1_217450,100110005:5,Metro,default_dataset,1000,Place d'Italie,,,439,,,
113474501-1_207164,100110103:3B_R,Metro,default_dataset,1000,Porte des Lilas,,,439,,,
113400713-1_193726,100110002:2,Metro,default_dataset,1000,Porte Dauphine (Maréchal de Lattre de Tassigny),,,439,,,
113483082-1_194662,100110002:2,Metro,default_dataset,1000,Porte Dauphine (Maréchal de Lattre de Tassigny),,,439,,,
113494059-1_182801,100110009:9,Metro,default_dataset,1000,Mairie de Montreuil,,,439,,,
113494163-1_182905,100110009:9,Metro,default_dataset,1000,Mairie de Montreuil,,,439,,,
113752631-1_197347,100110003:3,Metro,default_dataset,1000,Pont de Levallois-Bécon,,,439,,,
113502949-1_200711,100110014:14_R,Metro,default_dataset,1000,Saint-Lazare,,,439,1,,
113554722-1_17267,810:B,Train,default_dataset,1000,PIER,,,741,1,,
113426227-1_217701,100110005:5_R,Metro,default_dataset,1000,Bobigny-Pablo-Picasso,,,439,,,
113490942-1_218522,100110005:5_R,Metro,default_dataset,1000,Bobigny-Pablo-Picasso,,,439,,,
113559528-1_20630,810:A,Train,default_dataset,1000,TAXE,,,741,1,,
113558077-1_21174,810:A,Train,default_dataset,1000,QCOQ,,,741,1,,
113167019-1_207892,100110007:7,Metro,default_dataset,1000,Villejuif-Louis Aragon,,,439,,,
113496335-1_173977,100110010:10_R,Metro,default_dataset,1000,Boulogne Pont de Saint-Cloud,,,439,,,
113555902-1_18990,810:B,Train,default_dataset,1000,IDRE,,,741,1,,
113259925-1_210924,100110107:7B_R,Metro,default_dataset,1000,Pré-Saint-Gervais,,,439,,,
113496281-1_173923,100110010:10_R,Metro,default_dataset,1000,Boulogne Pont de Saint-Cloud,,,439,,,
113243977-1_209322,100110007:7_R,Metro,default_dataset,1000,La Courneuve-8-Mai-1945,,,439,,,
113242164-1_213067,100110006:6_R,Metro,default_dataset,1000,Nation,,,439,,,
113441619-1_182002,100110009:9,Metro,default_dataset,1000,Mairie de Montreuil,,,439,,,
113241078-1_211816,100110006:6,Metro,default_dataset,1000,Charles de Gaulle-Etoile,,,439,,,
113501922-1_199728,100110014:14,Metro,default_dataset,1000,Olympiades,,,439,1,,
113718163-1_203452,100110013:13,Metro,default_dataset,1000,Asnières-Gennevilliers Les Courtilles,,,439,,,
113244468-1_209564,100110007:7_R,Metro,default_dataset,1000,La Courneuve-8-Mai-1945,,,439,,,
113441737-1_183297,100110009:9_R,Metro,default_dataset,1000,Pont de Sèvres,,,439,,,
113252179-1_202064,100110012:12,Metro,default_dataset,1000,Front Populaire,,,439,,,
113557217-1_20552,810:A,Train,default_dataset,1000,UZOU,,,741,1,,
113752642-1_197358,100110003:3,Metro,default_dataset,1000,Pont de Levallois-Bécon,,,439,,,
113718150-1_205050,100110013:13_R,Metro,default_dataset,1000,Châtillon Montrouge,,,439,,,
113167051-1_207908,100110007:7,Metro,default_dataset,1000,Villejuif-Louis Aragon,,,439,,,
113572040-1_13932,800:E,Train,default_dataset,1000,HOVE,,,741,1,,
113559261-1_24051,800:D,Train,default_dataset,1000,ZACO,,,741,1,,
113244000-1_209345,100110007:7_R,Metro,default_dataset,1000,La Courneuve-8-Mai-1945,,,439,,,
113392073-1_177299,100110001:1_R,Metro,default_dataset,1000,Château de Vincennes,,,439,,,
113557840-1_19204,810:B,Train,default_dataset,1000,ILOT,,,741,1,,
113758192-1_204645,100110013:13,Metro,default_dataset,1000,Saint-Denis-Université,,,439,,,
113166702-1_207885,100110007:7,Metro,default_dataset,1000,Mairie d'Ivry,,,439,,,
113480911-1_177046,100110001:1,Metro,default_dataset,1000,La Défense (Grande Arche),,,439,,,
113752664-1_197380,100110003:3,Metro,default_dataset,1000,Pont de Levallois-Bécon,,,439,,,
113498002-1_175462,100110011:11_R,Metro,default_dataset,1000,Mairie des Lilas,,,439,,,
113708209-1_213719,100110004:4,Metro,default_dataset,1000,Mairie de Montrouge,,,439,,,
113564816-1_25301,800:D,Train,default_dataset,1000,JOVA,,,741,1,,
113434190-1_192857,100110008:8_R,Metro,default_dataset,1000,Balard,,,439,,,
113259880-1_210879,100110107:7B_R,Metro,default_dataset,1000,Pré-Saint-Gervais,,,439,,,
113241429-1_212005,100110006:6,Metro,default_dataset,1000,Charles de Gaulle-Etoile,,,439,,,
113757441-1_204265,100110013:13,Metro,default_dataset,1000,Asnières-Gennevilliers Les Courtilles,,,439,,,
113483584-1_195605,100110002:2_R,Metro,default_dataset,1000,Nation,,,439,,,
113161437-1_212307,100110006:6_R,Metro,default_dataset,1000,Nation,,,439,,,
113496804-1_174504,100110011:11,Metro,default_dataset,1000,Châtelet,,,439,,,
113497074-1_174636,100110011:11,Metro,default_dataset,1000,Châtelet,,,439,,,
113568991-1_13570,800:E,Train,default_dataset,1000,HUVA,,,741,1,,
113391611-1_177211,100110001:1_R,Metro,default_dataset,1000,Château de Vincennes,,,439,,,
113441441-1_181922,100110009:9,Metro,default_dataset,1000,Mairie de Montreuil,,,439,,,
113392028-1_175912,100110001:1,Metro,default_dataset,1000,La Défense (Grande Arche),,,439,,,
113555223-1_31596,800:C,Train,default_dataset,1000,SARA,,,741,1,,
113252084-1_201969,100110012:12,Metro,default_dataset,1000,Front Populaire,,,439,,,
113759606-1_206202,100110013:13_R,Metro,default_dataset,1000,Châtillon Montrouge,,,439,,,
113434096-1_192813,100110008:8_R,Metro,default_dataset,1000,Balard,,,439,,,
113484169-1_196048,100110002:2_R,Metro,default_dataset,1000,Nation,,,439,,,
113474507-1_207166,100110103:3B_R,Metro,default_dataset,1000,Porte des Lilas,,,439,,,
113490990-1_218570,100110005:5_R,Metro,default_dataset,1000,Bobigny-Pablo-Picasso,,,439,,,
113756730-1_216223,100110004:4_R,Metro,default_dataset,1000,Porte de Clignancourt,,,439,,,
113242497-1_213233,100110006:6_R,Metro,default_dataset,1000,Nation,,,439,,,
113697574-1_197703,100110003:3_R,Metro,default_dataset,1000,Gallieni (Parc de Bagnolet),,,439,,,
113484200-1_196079,100110002:2_R,Metro,default_dataset,1000,Nation,,,439,,,
113555358-1_30231,800:C,Train,default_dataset,1000,GOTA,,,741,1,,
113252220-1_202105,100110012:12,Metro,default_dataset,1000,Front Populaire,,,439,,,
113559711-1_31980,800:C,Train,default_dataset,1000,JILL,,,741,1,,
113503390-1_201152,100110014:14_R,Metro,default_dataset,1000,Saint-Lazare,,,439,1,,
113490877-1_218457,100110005:5_R,Metro,default_dataset,1000,Bobigny-Pablo-Picasso,,,439,,,
113161260-1_211186,100110006:6,Metro,default_dataset,1000,Charles de Gaulle-Etoile,,,439,,,
113242109-1_213012,100110006:6_R,Metro,default_dataset,1000,Nation,,,439,,,
113490873-1_218453,100110005:5_R,Metro,default_dataset,1000,Bobigny-Pablo-Picasso,,,439,,,
113502955-1_200717,100110014:14_R,Metro,default_dataset,1000,Saint-Lazare,,,439,1,,
113753061-1_197434,100110003:3,Metro,default_dataset,1000,Pont de Levallois-Bécon,,,439,,,
113718424-1_203464,100110013:13,Metro,default_dataset,1000,Saint-Denis-Université,,,439,,,
113575471-1_22763,800:D,Train,default_dataset,1000,ZOSO,,,741,1,,
113503871-1_206722,100110103:3B,Metro,default_dataset,1000,Gambetta,,,439,,,
113555314-1_31719,800:C,Train,default_dataset,1000,ELBA,,,741,1,,
113495739-1_173233,100110010:10,Metro,default_dataset,1000,Gare d'Austerlitz,,,439,,,
113242834-1_208347,100110007:7,Metro,default_dataset,1000,Villejuif-Louis Aragon,,,439,,,
113496339-1_173981,100110010:10_R,Metro,default_dataset,1000,Boulogne Pont de Saint-Cloud,,,439,,,
113244035-1_209380,100110007:7_R,Metro,default_dataset,1000,La Courneuve-8-Mai-1945,,,439,,,
113503190-1_200952,100110014:14_R,Metro,default_dataset,1000,Saint-Lazare,,,439,1,,
113554737-1_17280,810:B,Train,default_dataset,1000,PIST,,,741,1,,
113576566-1_22426,810:A:Bus,Bus,default_dataset,1000,GARE DE CERGY LE HAUT,,,741,1,,
113563370-1_22567,810:A,Train,default_dataset,1000,YPER,,,741,1,,
113474601-1_207202,100110103:3B_R,Metro,default_dataset,1000,Porte des Lilas,,,439,,,
113497970-1_175430,100110011:11_R,Metro,default_dataset,1000,Mairie des Lilas,,,439,,,
113242444-1_213180,100110006:6_R,Metro,default_dataset,1000,Nation,,,439,,,
113503148-1_200910,100110014:14_R,Metro,default_dataset,1000,Saint-Lazare,,,439,1,,
113493004-1_193513,100110008:8_R,Metro,default_dataset,1000,Balard,,,439,,,
113555365-1_30238,800:C,Train,default_dataset,1000,GOTA,,,741,1,,
113503223-1_200985,100110014:14_R,Metro,default_dataset,1000,Saint-Lazare,,,439,1,,
113558509-1_21661,810:A,Train,default_dataset,1000,ZBRA,,,741,1,,
113495528-1_173022,100110010:10,Metro,default_dataset,1000,Gare d'Austerlitz,,,439,,,
113569836-1_13928,800:E,Train,default_dataset,1000,HOVE,,,741,1,,
113707842-1_215168,100110004:4_R,Metro,default_dataset,1000,Porte de Clignancourt,,,439,,,
113425641-1_217674,100110005:5_R,Metro,default_dataset,1000,Bobigny-Pablo-Picasso,,,439,,,
113501798-1_199604,100110014:14,Metro,default_dataset,1000,Olympiades,,,439,1,,
113252176-1_202061,100110012:12,Metro,default_dataset,1000,Front Populaire,,,439,,,
113559515-1_20625,810:A,Train,default_dataset,1000,TAXE,,,741,1,,
113563046-1_23029,800:D,Train,default_dataset,1000,VUPA,,,741,1,,
113707823-1_213559,100110004:4,Metro,default_dataset,1000,Mairie de Montrouge,,,439,,,
113569980-1_13193,800:E,Train,default_dataset,1000,VOHE,,,741,1,,
113596922-1_13076,800:E,Train,default_dataset,1000,NOHY,,,741,1,,
113501837-1_199643,100110014:14,Metro,default_dataset,1000,Olympiades,,,439,1,,
113555410-1_17353,810:B,Train,default_dataset,1000,PAPO,,,741,1,,
113426242-1_216571,100110005:5,Metro,default_dataset,1000,Place d'Italie,,,439,,,
113576379-1_12808,800:E,Train,default_dataset,1000,COPI,,,741,1,,
113707993-1_213633,100110004:4,Metro,default_dataset,1000,Mairie de Montrouge,,,439,,,
113556375-1_20822,810:A,Train,default_dataset,1000,NATO,,,741,1,,
113556282-1_17195,810:B,Train,default_dataset,1000,STRI,,,741,1,,
113698104-1_197809,100110003:3_R,Metro,default_dataset,1000,Gallieni (Parc de Bagnolet),,,439,,,
113244577-1_209673,100110007:7_R,Metro,default_dataset,1000,La Courneuve-8-Mai-1945,,,439,,,
113752127-1_196931,100110003:3,Metro,default_dataset,1000,Pont de Levallois-Bécon,,,439,,,
113482348-1_178372,100110001:1_R,Metro,default_dataset,1000,Château de Vincennes,,,439,,,
113554598-1_27978,800:C,Train,default_dataset,1000,SARA,,,741,1,,
113242840-1_208353,100110007:7,Metro,default_dataset,1000,Villejuif-Louis Aragon,,,439,,,
113495233-1_184141,100110009:9_R,Metro,default_dataset,1000,Pont de Sèvres,,,439,,,
113556930-1_21567,810:A,Train,default_dataset,1000,ZUMO,,,741,1,,
113480163-1_176830,100110001:1,Metro,default_dataset,1000,La Défense (Grande Arche),,,439,,,
113697898-1_197726,100110003:3_R,Metro,default_dataset,1000,Gallieni (Parc de Bagnolet),,,439,,,
113242149-1_213052,100110006:6_R,Metro,default_dataset,1000,Nation,,,439,,,
113497113-1_174675,100110011:11,Metro,default_dataset,1000,Châtelet,,,439,,,
113503295-1_201057,100110014:14_R,Metro,default_dataset,1000,Saint-Lazare,,,439,1,,
113501719-1_199525,100110014:14,Metro,default_dataset,1000,Olympiades,,,439,1,,
113259559-1_210290,100110107:7B,Metro,default_dataset,1000,Louis Blanc,,,439,,,
113502991-1_200753,100110014:14_R,Metro,default_dataset,1000,Saint-Lazare,,,439,1,,
113697901-1_196389,100110003:3,Metro,default_dataset,1000,Pont de Levallois-Bécon,,,439,,,
113587411-1_16901,810:B:Bus,Bus,default_dataset,1000,AEROPORT CDG 1,,,741,1,,
113242041-1_212953,100110006:6_R,Metro,default_dataset,1000,Nation,,,439,,,
113755947-1_216118,100110004:4_R,Metro,default_dataset,1000,Porte de Clignancourt,,,439,,,
113569770-1_13886,800:E,Train,default_dataset,1000,HOVE,,,741,1,,
113503256-1_201018,100110014:14_R,Metro,default_dataset,1000,Saint-Lazare,,,439,1,,
113562237-1_26872,800:D,Train,default_dataset,1000,RUPO,,,741,1,,
113434055-1_191664,100110008:8,Metro,default_dataset,1000,Pointe du Lac,,,439,,,
113480912-1_177047,100110001:1,Metro,default_dataset,1000,La Défense (Grande Arche),,,439,,,
113569137-1_13142,800:E,Train,default_dataset,1000,TUVA,,,741,1,,
113752135-1_196939,100110003:3,Metro,default_dataset,1000,Pont de Levallois-Bécon,,,439,,,
113503372-1_201134,100110014:14_R,Metro,default_dataset,1000,Saint-Lazare,,,439,1,,
113494144-1_182886,100110009:9,Metro,default_dataset,1000,Mairie de Montreuil,,,439,,,
113441462-1_183170,100110009:9_R,Metro,default_dataset,1000,Pont de Sèvres,,,439,,,
113243434-1_208712,100110007:7,Metro,default_dataset,1000,Mairie d'Ivry,,,439,,,
113497067-1_174629,100110011:11,Metro,default_dataset,1000,Châtelet,,,439,,,
113555679-1_18787,810:B,Train,default_dataset,1000,LALA,,,741,1,,
113483035-1_194615,100110002:2,Metro,default_dataset,1000,Porte Dauphine (Maréchal de Lattre de Tassigny),,,439,,,
113572527-1_12040,800:E,Train,default_dataset,1000,HOCI,,,741,1,,
113490978-1_218558,100110005:5_R,Metro,default_dataset,1000,Bobigny-Pablo-Picasso,,,439,,,
113572602-1_12101,800:E,Train,default_dataset,1000,HOCI,,,741,1,,
113259531-1_210262,100110107:7B,Metro,default_dataset,1000,Louis Blanc,,,439,,,
113491939-1_192314,100110008:8,Metro,default_dataset,1000,Pointe du Lac,,,439,,,
113483064-1_194644,100110002:2,Metro,default_dataset,1000,Porte Dauphine (Maréchal de Lattre de Tassigny),,,439,,,
113559405-1_21182,810:A,Train,default_dataset,1000,ODAR,,,741,1,,
113252262-1_202147,100110012:12,Metro,default_dataset,1000,Front Populaire,,,439,,,
113718440-1_203471,100110013:13,Metro,default_dataset,1000,Saint-Denis-Université,,,439,,,
113498222-1_175682,100110011:11_R,Metro,default_dataset,1000,Mairie des Lilas,,,439,,,
113576502-1_21008,810:A:Bus,Bus,default_dataset,1000,GARE DE SARTROUVILLE,,,741,1,,
113572643-1_12129,800:E,Train,default_dataset,1000,HOCI,,,741,1,,
113554479-1_30392,800:C,Train,default_dataset,1000,ROMI,,,741,1,,
113758919-1_205893,100110013:13_R,Metro,default_dataset,1000,Châtillon Montrouge,,,439,,,
113244544-1_209640,100110007:7_R,Metro,default_dataset,1000,La Courneuve-8-Mai-1945,,,439,,,
113555108-1_19414,810:B,Train,default_dataset,1000,EPAU,,,741,1,,
113259556-1_210287,100110107:7B,Metro,default_dataset,1000,Louis Blanc,,,439,,,
113481907-1_178255,100110001:1_R,Metro,default_dataset,1000,Château de Vincennes,,,439,,,
113567330-1_21162,810:A,Train,default_dataset,1000,OMAX,,,741,1,,
113242519-1_213255,100110006:6_R,Metro,default_dataset,1000,Nation,,,439,,,
113758210-1_204663,100110013:13,Metro,default_dataset,1000,Saint-Denis-Université,,,439,,,
113496970-1_174532,100110011:11,Metro,default_dataset,1000,Châtelet,,,439,,,
113441413-1_181909,100110009:9,Metro,default_dataset,1000,Mairie de Montreuil,,,439,,,
113474378-1_206376,100110103:3B,Metro,default_dataset,1000,Gambetta,,,439,,,
113489914-1_217359,100110005:5,Metro,default_dataset,1000,Place d'Italie,,,439,,,
113480522-1_176951,100110001:1,Metro,default_dataset,1000,La Défense (Grande Arche),,,439,,,
113502007-1_199813,100110014:14,Metro,default_dataset,1000,Olympiades,,,439,1,,
113556238-1_22816,800:D,Train,default_dataset,1000,LOPE,,,741,1,,
113252889-1_202934,100110012:12_R,Metro,default_dataset,1000,Mairie d'Issy,,,439,,,
113573130-1_13014,800:E,Train,default_dataset,1000,COHI,,,741,1,,
113756759-1_216252,100110004:4_R,Metro,default_dataset,1000,Porte de Clignancourt,,,439,,,
113697947-1_196410,100110003:3,Metro,default_dataset,1000,Pont de Levallois-Bécon,,,439,,,
113570209-1_31693,800:C:Bus,Bus,default_dataset,1000,JAVEL,,,741,1,,
113242888-1_208401,100110007:7,Metro,default_dataset,1000,Villejuif-Louis Aragon,,,439,,,
113501930-1_199736,100110014:14,Metro,default_dataset,1000,Olympiades,,,439,1,,
113501868-1_199674,100110014:14,Metro,default_dataset,1000,Olympiades,,,439,1,,
113441007-1_183140,100110009:9_R,Metro,default_dataset,1000,Pont de Sèvres,,,439,,,
113501786-1_199592,100110014:14,Metro,default_dataset,1000,Olympiades,,,439,1,,
113707832-1_215165,100110004:4_R,Metro,default_dataset,1000,Porte de Clignancourt,,,439,,,
113489809-1_217254,100110005:5,Metro,default_dataset,1000,Place d'Italie,,,439,,,
113242942-1_208455,100110007:7,Metro,default_dataset,1000,Villejuif-Louis Aragon,,,439,,,
113489920-1_217365,100110005:5,Metro,default_dataset,1000,Place d'Italie,,,439,,,
113560817-1_28297,800:C,Train,default_dataset,1000,DEBO,,,741,1,,
113559714-1_31983,800:C,Train,default_dataset,1000,JILL,,,741,1,,
113503330-1_201092,100110014:14_R,Metro,default_dataset,1000,Saint-Lazare,,,439,1,,
113474426-1_206395,100110103:3B,Metro,default_dataset,1000,Gambetta,,,439,,,
113576281-1_12747,800:E,Train,default_dataset,1000,COPI,,,741,1,,
113759645-1_206241,100110013:13_R,Metro,default_dataset,1000,Châtillon Montrouge,,,439,,,
113491053-1_218633,100110005:5_R,Metro,default_dataset,1000,Bobigny-Pablo-Picasso,,,439,,,
113242490-1_213226,100110006:6_R,Metro,default_dataset,1000,Nation,,,439,,,
113252881-1_202926,100110012:12_R,Metro,default_dataset,1000,Mairie d'Issy,,,439,,,
113502962-1_200724,100110014:14_R,Metro,default_dataset,1000,Saint-Lazare,,,439,1,,
113556759-1_22305,810:A,Train,default_dataset,1000,QIKI,,,741,1,,
113758875-1_205849,100110013:13_R,Metro,default_dataset,1000,Châtillon Montrouge,,,439,,,
113697891-1_196384,100110003:3,Metro,default_dataset,1000,Pont de Levallois-Bécon,,,439,,,
113555964-1_22770,800:D,Train,default_dataset,1000,LOPE,,,741,1,,
113504417-1_207559,100110103:3B_R,Metro,default_dataset,1000,Porte des Lilas,,,439,,,
113501863-1_199669,100110014:14,Metro,default_dataset,1000,Olympiades,,,439,1,,
113494108-1_182850,100110009:9,Metro,default_dataset,1000,Mairie de Montreuil,,,439,,,
113392232-1_175991,100110001:1,Metro,default_dataset,1000,La Défense (Grande Arche),,,439,,,
113562272-1_22127,810:A,Train,default_dataset,1000,OFIS,,,741,1,,
113253050-1_203095,100110012:12_R,Metro,default_dataset,1000,Mairie d'Issy,,,439,,,
113503250-1_201012,100110014:14_R,Metro,default_dataset,1000,Saint-Lazare,,,439,1,,
113708154-1_215302,100110004:4_R,Metro,default_dataset,1000,Porte de Clignancourt,,,439,,,
113567309-1_13467,800:E,Train,default_dataset,1000,POTA,,,741,1,,
113496294-1_173936,100110010:10_R,Metro,default_dataset,1000,Boulogne Pont de Saint-Cloud,,,439,,,
113555230-1_31599,800:C,Train,default_dataset,1000,SARA,,,741,1,,
113503317-1_201079,100110014:14_R,Metro,default_dataset,1000,Saint-Lazare,,,439,1,,
113578326-1_25041,800:D:Bus,Bus,default_dataset,1000,GARE DE CORBEIL ESSONNES,,,741,1,,
113495245-1_184153,100110009:9_R,Metro,default_dataset,1000,Pont de Sèvres,,,439,,,
113560552-1_17107,810:B,Train,default_dataset,1000,KARI,,,741,1,,
113754338-1_198782,100110003:3_R,Metro,default_dataset,1000,Gallieni (Parc de Bagnolet),,,439,,,
113434043-1_191658,100110008:8,Metro,default_dataset,1000,Pointe du Lac,,,439,,,
113557181-1_22371,810:A,Train,default_dataset,1000,QLAS,,,741,1,,
113754358-1_198802,100110003:3_R,Metro,default_dataset,1000,Gallieni (Parc de Bagnolet),,,439,,,
113391549-1_177186,100110001:1_R,Metro,default_dataset,1000,Château de Vincennes,,,439,,,
113707927-1_213606,100110004:4,Metro,default_dataset,1000,Mairie de Montrouge,,,439,,,
113240778-1_211545,100110006:6,Metro,default_dataset,1000,Charles de Gaulle-Etoile,,,439,,,
113558506-1_21660,810:A,Train,default_dataset,1000,ZBRA,,,741,1,,
113400657-1_193702,100110002:2,Metro,default_dataset,1000,Porte Dauphine (Maréchal de Lattre de Tassigny),,,439,,,
113259561-1_210292,100110107:7B,Metro,default_dataset,1000,Louis Blanc,,,439,,,
113433723-1_191569,100110008:8,Metro,default_dataset,1000,Pointe du Lac,,,439,,,
113573177-1_13050,800:E,Train,default_dataset,1000,COHI,,,741,1,,
113252883-1_202928,100110012:12_R,Metro,default_dataset,1000,Mairie d'Issy,,,439,,,
113244514-1_209610,100110007:7_R,Metro,default_dataset,1000,La Courneuve-8-Mai-1945,,,439,,,
113494901-1_184006,100110009:9_R,Metro,default_dataset,1000,Pont de Sèvres,,,439,,,
113698080-1_197798,100110003:3_R,Metro,default_dataset,1000,Gallieni (Parc de Bagnolet),,,439,,,
113754393-1_198837,100110003:3_R,Metro,default_dataset,1000,Gallieni (Parc de Bagnolet),,,439,,,
113391693-1_177244,100110001:1_R,Metro,default_dataset,1000,Château de Vincennes,,,439,,,
113560253-1_22546,810:A,Train,default_dataset,1000,TROC,,,741,1,,
113492145-1_192369,100110008:8,Metro,default_dataset,1000,Pointe du Lac,,,439,,,
113569141-1_13144,800:E,Train,default_dataset,1000,TUVA,,,741,1,,
113491052-1_218632,100110005:5_R,Metro,default_dataset,1000,Bobigny-Pablo-Picasso,,,439,,,
113503360-1_201122,100110014:14_R,Metro,default_dataset,1000,Saint-Lazare,,,439,1,,
113561490-1_18540,810:B,Train,default_dataset,1000,LEVE,,,741,1,,
